id,Title,Price,Year,Mileage,Fuel_Type,Horsepower,Transmission,Page,Link
850,Suzuki Mehran 2011 VX for Sale,PKR 8.9 lacs,2011,"81,420 km",Petrol,800 cc,Manual,page 24,https://www.pakwheels.com/used-cars/suzuki-mehran-2011-for-sale-in-lahore-9312534
851,Mercedes Benz E Class 4th (W212) Generation 2011 E200 for Sale,PKR 1.25 crore,2011,"95,000 km",Petrol,2100 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/mercedes-benz-e-class-2011-for-sale-in-lahore-9311948
852,Suzuki Mehran 2005 VX (CNG) for Sale,PKR 5.95 lacs,2005,10 km,Petrol,800 cc,Manual,page 24,https://www.pakwheels.com/used-cars/suzuki-mehran-2005-for-sale-in-lahore-9312508
853,Honda Vezel 2015 Hybrid X L Package for Sale,PKR 50.5 lacs,2015,"180,000 km",Hybrid,1500 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/honda-vezel-2015-for-sale-in-lahore-9312504
854,Hyundai Tucson 2023 AWD A/T Ultimate for Sale,PKR 81.5 lacs,2023,"31,000 km",Petrol,2000 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/hyundai-tucson-2023-for-sale-in-lahore-9312499
855,Honda Vezel 2019 Hybrid RS Honda Sensing for Sale,PKR 83.5 lacs,2019,"58,000 km",Hybrid,1500 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/honda-vezel-2019-for-sale-in-lahore-9312123
856,MG HS 2021 Trophy for Sale,PKR 72.5 lacs,2021,"5,700 km",Petrol,1500 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/mg-hs-2021-for-sale-in-lahore-9312490
857,Suzuki Bolan 2019 VX Euro II for Sale,PKR 15.9 lacs,2019,"13,800 km",Petrol,800 cc,Manual,page 24,https://www.pakwheels.com/used-cars/suzuki-bolan-2019-for-sale-in-lahore-9312483
858,Toyota Vitz 2014 F 1.0 for Sale,PKR 28.5 lacs,2014,"110,290 km",Petrol,1000 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/toyota-vitz-2014-for-sale-in-lahore-9312464
859,Honda Civic 2004 EXi Prosmatec for Sale,PKR 16.6 lacs,2004,"201,000 km",Petrol,1500 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-lahore-9312471
860,Toyota Prius 2011 S 1.8 for Sale,PKR 41.35 lacs,2011,"75,000 km",Hybrid,1800 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/toyota-prius-2011-for-sale-in-lahore-9254029
861,Honda N Wgn 2016 G L Package for Sale,PKR 25.75 lacs,2016,"85,000 km",Petrol,660 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/honda-n-wgn-2016-for-sale-in-lahore-9309236
862,Daihatsu Move 2020 L SA 3 for Sale,PKR 32.95 lacs,2020,"78,000 km",Petrol,658 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/daihatsu-move-2020-for-sale-in-lahore-9309954
863,Honda N One 2014 Premium Tourer for Sale,PKR 27.95 lacs,2014,"112,000 km",Petrol,660 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/honda-n-one-2014-for-sale-in-lahore-9309938
864,Toyota Corolla 2013 GLi Automatic Limited Edition 1.6 VVTi for Sale,PKR 30.5 lacs,2013,"102,100 km",Petrol,1600 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-lahore-9309919
865,Honda N Wgn 2016 G L Package for Sale,PKR 27.85 lacs,2016,"91,200 km",Petrol,660 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/honda-n-wgn-2016-for-sale-in-lahore-9309887
866,Suzuki Alto 2020 VXR for Sale,PKR 22.75 lacs,2020,"58,500 km",Petrol,660 cc,Manual,page 25,https://www.pakwheels.com/used-cars/suzuki-alto-2020-for-sale-in-lahore-9266518
867,Hyundai Elantra 2021 GLS for Sale,PKR 56 lacs,2021,"115,908 km",Petrol,2000 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/hyundai-elantra-2021-for-sale-in-lahore-9206865
868,Suzuki Cultus 2019 VXR for Sale,PKR 26.25 lacs,2019,"83,000 km",Petrol,1000 cc,Manual,page 25,https://www.pakwheels.com/used-cars/suzuki-cultus-2019-for-sale-in-lahore-9309962
869,Honda City 6th Generation 2022 1.5L ASPIRE M/T for Sale,PKR 47 lacs,2022,"15,237 km",Petrol,1500 cc,Manual,page 25,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-9235214
870,Hyundai Elantra 2024 GLS for Sale,PKR 71.75 lacs,2024,"12,753 km",Petrol,2000 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/hyundai-elantra-2024-for-sale-in-lahore-9302371
871,Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,PKR 50.25 lacs,2022,"56,320 km",Petrol,1500 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-9309842
872,Honda Civic 2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 64 lacs,2021,"58,000 km",Petrol,1800 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-lahore-9204618
873,Toyota Prius 2011 S 1.8 for Sale,PKR 41.35 lacs,2011,"75,000 km",Hybrid,1800 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/toyota-prius-2011-for-sale-in-lahore-9254029
874,Toyota Corolla 2018 Altis Grande CVT-i 1.8 for Sale,PKR 51 lacs,2018,"110,000 km",Petrol,1800 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-lahore-9312447
875,Toyota Yaris 2021 ATIV CVT 1.3 for Sale,PKR 43.2 lacs,2021,"51,000 km",Petrol,1300 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/toyota-yaris-2021-for-sale-in-lahore-9312444
876,Toyota Fortuner 2018 2.7 VVTi for Sale,PKR 1.2 crore,2018,"70,000 km",Petrol,2700 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/toyota-fortuner-2018-for-sale-in-lahore-9312439
877,Honda City 5th (GM2) Generation 2016 Aspire Prosmatec 1.3 i-VTEC for Sale,PKR 36 lacs,2016,"108,000 km",Petrol,1300 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-lahore-9255736
878,Suzuki Cultus 2018 VXR for Sale,PKR 21.7 lacs,2018,"115,000 km",Petrol,1000 cc,Manual,page 25,https://www.pakwheels.com/used-cars/suzuki-cultus-2018-for-sale-in-lahore-9312388
879,Honda Vezel 2014 Hybrid Z for Sale,PKR 49.5 lacs,2014,"76,000 km",Hybrid,1500 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/honda-vezel-2014-for-sale-in-lahore-9100700
880,Honda Civic 2020 1.5 RS Turbo for Sale,PKR 66.5 lacs,2020,"35,000 km",Petrol,1500 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-lahore-9303322
881,Suzuki Wagon R 2018 VXR for Sale,PKR 19.8 lacs,2018,"120,000 km",Petrol,1000 cc,Manual,page 25,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2018-for-sale-in-lahore-9312379
882,Honda City 2022 1.5L ASPIRE CVT for Sale,PKR 51.5 lacs,2022,"25,000 km",Petrol,1500 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-9205528
883,Suzuki Ravi 2011 Euro II for Sale,PKR 4.65 lacs,2011,"102,000 km",Petrol,800 cc,Manual,page 25,https://www.pakwheels.com/used-cars/suzuki-ravi-2011-for-sale-in-lahore-9255429
884,Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale,PKR 39 lacs,2019,"176,000 km",Petrol,1300 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-lahore-9312357
885,Honda N One 2017 G L Package for Sale,PKR 27.25 lacs,2017,"115,000 km",Petrol,660 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/honda-n-one-2017-for-sale-in-lahore-9244286
886,Honda Civic 2019 1.8 i-VTEC CVT for Sale,PKR 52 lacs,2019,"160,000 km",Petrol,1800 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-lahore-9312354
887,Honda Civic 2020 1.5 RS Turbo for Sale,PKR 60.5 lacs,2020,"103,000 km",Petrol,1500 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-lahore-9148122
888,Toyota Corolla 2017 GLi 1.3 VVTi Special Edition for Sale,PKR 36.5 lacs,2017,"140,000 km",Petrol,1300 cc,Manual,page 25,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-lahore-9189243
889,Toyota Corolla 2007 XLi for Sale,PKR 19.8 lacs,2007,"214,000 km",Petrol,1300 cc,Manual,page 25,https://www.pakwheels.com/used-cars/toyota-corolla-2007-for-sale-in-lahore-9216141
890,Honda City 5th (GM2) Generation 2016 1.3 i-VTEC for Sale,PKR 32 lacs,2016,"175,000 km",Petrol,1300 cc,Manual,page 25,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-lahore-9193565
891,Toyota Corolla 2017 GLi Automatic 1.3 VVTi for Sale,PKR 40.5 lacs,2017,"84,000 km",Petrol,1300 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-lahore-9312302
892,Honda Civic Rebirth 2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 37.5 lacs,2014,"211,095 km",Petrol,1800 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-lahore-9312292
893,Honda Civic 2009 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 25 lacs,2009,"136,000 km",Petrol,1800 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-lahore-9312290
894,Toyota Corolla 2019 XLi VVTi for Sale,PKR 45 lacs,2019,"36,959 km",Petrol,1300 cc,Manual,page 25,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-lahore-9094907
895,Suzuki Wagon R 2021 VXL for Sale,PKR 28.6 lacs,2021,"37,000 km",Petrol,1000 cc,Manual,page 25,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2021-for-sale-in-lahore-9312272
896,Toyota Corona 1990 EX Saloon for Sale,PKR 12 lacs,1990,"140,000 km",Petrol,1600 cc,Automatic,page 25,https://www.pakwheels.com/used-cars/toyota-corona-1990-for-sale-in-lahore-2967677
897,Suzuki Alto 2008 VXR for Sale,PKR 11 lacs,2008,"120,000 km",Petrol,1000 cc,Manual,page 25,https://www.pakwheels.com/used-cars/suzuki-alto-2008-for-sale-in-lahore-9312238
898,Toyota Prado 2007 TX Limited 2.7 for Sale,PKR 85 lacs,2007,"170,000 km",Petrol,2700 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/toyota-prado-2007-for-sale-in-lahore-9309727
899,Honda Civic Rebirth 2015 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 36.5 lacs,2015,"106,000 km",Petrol,1800 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-lahore-9289372
900,Honda Civic 2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 51.9 lacs,2019,"80,000 km",Petrol,1800 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-lahore-9186962
901,Honda N Box 2014 for Sale,PKR 23.9 lacs,2014,"110,000 km",Petrol,660 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/honda-n-box-2014-for-sale-in-lahore-9190928
902,Suzuki Wagon R 2018 VXL for Sale,PKR 22 lacs,2018,"180,083 km",Petrol,1000 cc,Manual,page 26,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2018-for-sale-in-lahore-9309772
903,KIA Picanto 2021 1.0 AT for Sale,PKR 28.9 lacs,2021,"65,000 km",Petrol,1000 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/kia-picanto-2021-for-sale-in-lahore-9309796
904,Honda Civic Rebirth 2015 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 35.5 lacs,2015,"90,000 km",Petrol,1800 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-lahore-9172508
905,Toyota Corolla 2021 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 62.95 lacs,2021,"65,000 km",Petrol,1800 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-lahore-9302879
906,KIA Sportage 2020 AWD for Sale,PKR 66.75 lacs,2020,"34,417 km",Petrol,2000 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/kia-sportage-2020-for-sale-in-lahore-9299119
907,Toyota Prado 2017 TX 2.7 for Sale,PKR 2.47 crore,2017,"28,000 km",Petrol,2700 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/toyota-prado-2017-for-sale-in-lahore-9115237
908,Toyota Corolla 2018 Altis Grande CVT-i 1.8 for Sale,PKR 49.6 lacs,2018,"82,000 km",Petrol,1800 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-lahore-9308964
909,Toyota Corolla 2016 GLi Automatic 1.3 VVTi for Sale,PKR 32.8 lacs,2016,"152,000 km",Petrol,1300 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-9306714
910,Honda Civic 2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 65 lacs,2021,"39,000 km",Petrol,1800 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-lahore-8921970
911,Honda Vezel 2014 X Honda Sensing for Sale,PKR 50.75 lacs,2014,"146,000 km",Hybrid,1500 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/honda-vezel-2014-for-sale-in-lahore-9312233
912,Honda City 2013 Aspire 1.3 i-VTEC for Sale,PKR 28 lacs,2013,"175,000 km",Petrol,1300 cc,Manual,page 26,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-lahore-9312222
913,FAW X-PV 2019 Dual AC for Sale,PKR 11.45 lacs,2019,"206,000 km",Petrol,1000 cc,Manual,page 26,https://www.pakwheels.com/used-cars/faw-x-pv-2019-for-sale-in-lahore-9312166
914,Honda Civic 2010 VTi 1.8 i-VTEC for Sale,PKR 21.5 lacs,2010,"254,000 km",Petrol,1800 cc,Manual,page 26,https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-lahore-9312224
915,Toyota Vitz 1999 F 1.0 for Sale,PKR 13.5 lacs,1999,"150,000 km",Petrol,1000 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/toyota-vitz-1999-for-sale-in-lahore-9312201
916,Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,PKR 53.5 lacs,2022,"13,100 km",Petrol,1500 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-9312197
917,Suzuki Cultus 2009 VXRi for Sale,PKR 11.25 lacs,2009,"89,000 km",Petrol,1000 cc,Manual,page 26,https://www.pakwheels.com/used-cars/suzuki-cultus-2009-for-sale-in-lahore-9312182
918,Suzuki Mehran 2009 VXR for Sale,PKR 9.5 lacs,2009,"98,681 km",Petrol,800 cc,Manual,page 26,https://www.pakwheels.com/used-cars/suzuki-mehran-2009-for-sale-in-lahore-9312172
919,Suzuki Alto 2022 VXR for Sale,PKR 25.5 lacs,2022,"26,800 km",Petrol,660 cc,Manual,page 26,https://www.pakwheels.com/used-cars/suzuki-alto-2022-for-sale-in-lahore-9312164
920,BMW 7 Series 2014 ActiveHybrid 7L for Sale,PKR 2.45 crore,2014,"60,000 km",Hybrid,3000 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/bmw-7-series-2014-for-sale-in-lahore-9311807
921,Toyota Vitz 2015 F 1.0 for Sale,PKR 32.55 lacs,2015,"85,000 km",Petrol,1000 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/toyota-vitz-2015-for-sale-in-lahore-9312151
922,Suzuki FX 1986 GA for Sale,PKR 3.1 lacs,1986,"519,723 km",Petrol,800 cc,Manual,page 26,https://www.pakwheels.com/used-cars/suzuki-fx-1986-for-sale-in-lahore-9312147
923,Suzuki Cultus 2007 VXL for Sale,PKR 9.5 lacs,2007,"392,000 km",Petrol,1000 cc,Manual,page 26,https://www.pakwheels.com/used-cars/suzuki-cultus-2007-for-sale-in-lahore-9312140
924,FAW X-PV 2017 Dual AC for Sale,PKR 11.5 lacs,2017,"166,130 km",Petrol,1000 cc,Manual,page 26,https://www.pakwheels.com/used-cars/faw-x-pv-2017-for-sale-in-lahore-8994078
925,Toyota Corolla 2016 GLi 1.3 VVTi for Sale,PKR 30.5 lacs,2016,"191,000 km",Petrol,1300 cc,Manual,page 26,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-9312133
926,Daihatsu Move 2015 X for Sale,PKR 28.3 lacs,2015,"124,000 km",Petrol,660 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/daihatsu-move-2015-for-sale-in-lahore-8654721
927,Suzuki Alto 2011 VXR (CNG) for Sale,PKR 13 lacs,2011,"161,000 km",Petrol,1000 cc,Manual,page 26,https://www.pakwheels.com/used-cars/suzuki-alto-2011-for-sale-in-lahore-9059168
928,Toyota Passo 2020 X S for Sale,PKR 39 lacs,2020,"38,000 km",Petrol,1000 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/toyota-passo-2020-for-sale-in-lahore-9144073
929,Suzuki Swift 2023 GLX CVT for Sale,PKR 45 lacs,2023,"23,500 km",Petrol,1200 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/suzuki-swift-2023-for-sale-in-lahore-9312030
930,Honda Civic 2016 Oriel 1.8 i-VTEC CVT for Sale,PKR 43.5 lacs,2016,"125,000 km",Petrol,1800 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-9312065
931,Toyota Corolla 2016 GLi 1.3 VVTi for Sale,PKR 30.5 lacs,2016,"190,000 km",Petrol,1300 cc,Manual,page 26,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-9312066
932,Hyundai Tucson 2022 AWD A/T Ultimate for Sale,PKR 77.5 lacs,2022,"35,390 km",Petrol,2000 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/hyundai-tucson-2022-for-sale-in-lahore-9106866
933,Changan Alsvin 2021 1.5L DCT Lumiere for Sale,PKR 36 lacs,2021,"55,300 km",Petrol,1500 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/changan-alsvin-2021-for-sale-in-lahore-9247296
934,Suzuki Wagon R 2017 FA for Sale,PKR 22.95 lacs,2017,"104,000 km",Petrol,660 cc,Automatic,page 26,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2017-for-sale-in-lahore-9312026
935,KIA Picanto 2022 1.0 AT for Sale,PKR 31.25 lacs,2022,"25,229 km",Petrol,1000 cc,Automatic,page 27,https://www.pakwheels.com/used-cars/kia-picanto-2022-for-sale-in-lahore-9293370
936,Honda Vezel 2014 Hybrid Z for Sale,PKR 43.9 lacs,2014,"78,000 km",Hybrid,1500 cc,Automatic,page 27,https://www.pakwheels.com/used-cars/honda-vezel-2014-for-sale-in-lahore-9303811
937,Suzuki Swift 2020 DLX Automatic 1.3 Navigation for Sale,PKR 30.25 lacs,2020,"30,000 km",Petrol,1300 cc,Automatic,page 27,https://www.pakwheels.com/used-cars/suzuki-swift-2020-for-sale-in-lahore-9309686
938,Honda Civic 2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 35.95 lacs,2014,"66,000 km",Petrol,1800 cc,Automatic,page 27,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-lahore-9287959
939,Mitsubishi Minicab 2013 for Sale,PKR 15.5 lacs,2013,"94,000 km",Petrol,660 cc,Automatic,page 27,https://www.pakwheels.com/used-cars/mitsubishi-minicab-2013-for-sale-in-lahore-9280078
940,Honda Civic 2022 Oriel 1.8 i-VTEC CVT for Sale,PKR 65.9 lacs,2022,"56,000 km",Petrol,1800 cc,Automatic,page 27,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-lahore-9245893
941,Honda City 2020 1.3 i-VTEC for Sale,PKR 37.5 lacs,2020,"104,000 km",Petrol,1300 cc,Manual,page 27,https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-lahore-9204379
942,Toyota Corolla 2017 GLi Automatic 1.3 VVTi for Sale,PKR 36 lacs,2017,"130,000 km",Petrol,1300 cc,Automatic,page 27,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-lahore-9288275
943,Honda N Wgn 2021 G for Sale,PKR 36.25 lacs,2021,"30,000 km",Petrol,660 cc,Automatic,page 27,https://www.pakwheels.com/used-cars/honda-n-wgn-2021-for-sale-in-lahore-9255006
944,Suzuki Cultus 2018 VXL for Sale,PKR 23.5 lacs,2018,"100,000 km",Petrol,1000 cc,Manual,page 27,https://www.pakwheels.com/used-cars/suzuki-cultus-2018-for-sale-in-lahore-9309325
945,Suzuki Cultus 2008 VXRi for Sale,PKR 10.9 lacs,2008,"35,000 km",Petrol,1000 cc,Manual,page 27,https://www.pakwheels.com/used-cars/suzuki-cultus-2008-for-sale-in-lahore-9309320
946,Suzuki Wagon R 2017 VXL for Sale,PKR 20.9 lacs,2017,"82,000 km",Petrol,1000 cc,Manual,page 27,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2017-for-sale-in-lahore-9309317
947,Toyota Vitz 2016 F M Package 1.0 for Sale,PKR 29.5 lacs,2016,"88,000 km",Petrol,1000 cc,Automatic,page 27,https://www.pakwheels.com/used-cars/toyota-vitz-2016-for-sale-in-lahore-9312021
948,Daihatsu Mira 2018 G SA III for Sale,PKR 28 lacs,2018,"135,000 km",Petrol,660 cc,Automatic,page 27,https://www.pakwheels.com/used-cars/daihatsu-mira-2018-for-sale-in-lahore-9311989
949,Honda Civic 2005 VTi Oriel UG Prosmatec 1.6 for Sale,PKR 16.5 lacs,2005,"200,000 km",Petrol,1600 cc,Automatic,page 27,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-lahore-9311969
950,Suzuki Alto 2011 VXR for Sale,PKR 10.6 lacs,2011,"185,600 km",Petrol,1000 cc,Manual,page 27,https://www.pakwheels.com/used-cars/suzuki-alto-2011-for-sale-in-lahore-9311623
951,Honda City 2007 i-DSI for Sale,PKR 20.5 lacs,2007,"149,745 km",Petrol,1300 cc,Manual,page 27,https://www.pakwheels.com/used-cars/honda-city-2007-for-sale-in-lahore-9310978
952,Toyota Fortuner 2022 Legender for Sale,PKR 1.99 crore,2022,"4,000 km",Diesel,2800 cc,Automatic,page 27,https://www.pakwheels.com/used-cars/toyota-fortuner-2022-for-sale-in-lahore-9311943
953,Mitsubishi EK Custom 2021 for Sale,PKR 24 lacs,2021,"25,000 km",Petrol,660 cc,Automatic,page 27,https://www.pakwheels.com/used-cars/mitsubishi-ek-custom-2021-for-sale-in-lahore-9311918
954,Suzuki Alto 2006 VXR for Sale,PKR 6.65 lacs,2006,"200,000 km",Petrol,1000 cc,Manual,page 27,https://www.pakwheels.com/used-cars/suzuki-alto-2006-for-sale-in-lahore-9311941
955,Suzuki Alto 2022 VXR for Sale,PKR 25.8 lacs,2022,"45,000 km",Petrol,660 cc,Manual,page 27,https://www.pakwheels.com/used-cars/suzuki-alto-2022-for-sale-in-lahore-9311936
956,Honda Civic 2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 57 lacs,2018,"149,000 km",Petrol,1800 cc,Automatic,page 27,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-9311924
957,Suzuki Cultus 2008 VXRi for Sale,PKR 10.1 lacs,2008,"138,000 km",Petrol,1000 cc,Manual,page 27,https://www.pakwheels.com/used-cars/suzuki-cultus-2008-for-sale-in-lahore-9311913
958,Suzuki Cultus 2006 VXR for Sale,PKR 7.15 lacs,2006,"200,000 km",Petrol,1000 cc,Manual,page 27,https://www.pakwheels.com/used-cars/suzuki-cultus-2006-for-sale-in-lahore-9311909
959,Suzuki Every 11th Generation (JDM) 2021 GA for Sale,PKR 30.65 lacs,2021,"29,948 km",Petrol,660 cc,Automatic,page 27,https://www.pakwheels.com/used-cars/suzuki-every-2021-for-sale-in-lahore-9311495
960,Toyota Fortuner 2021 2.8 Sigma 4 for Sale,PKR 1.53 crore,2021,"66,000 km",Diesel,2800 cc,Automatic,page 27,https://www.pakwheels.com/used-cars/toyota-fortuner-2021-for-sale-in-lahore-9311888
961,KIA Sportage 2020 AWD for Sale,PKR 68.5 lacs,2020,"51,000 km",Petrol,2000 cc,Automatic,page 27,https://www.pakwheels.com/used-cars/kia-sportage-2020-for-sale-in-lahore-9311867
